date,time,duration,in_bytes,out_bytes
2018-02-15,07:15:00,14256.9,825191548,26448907
2018-02-15,07:16:00,11766.1,881880962,34936868
2018-02-15,07:17:00,15302.7,829737619,24124194
2018-02-15,07:18:00,11254.8,920390768,32045999
2018-02-15,07:19:00,11778.8,985176487,29986325
2018-02-15,07:20:00,11627.6,941533534,26612040
2018-02-15,07:21:00,15999.5,900764681,29672908
2018-02-15,07:22:00,15870.5,1203200863,26566969
2018-02-15,07:23:00,23028.9,1009502344,35940638
2018-02-15,07:24:00,31708.1,1122300832,29980591
2018-02-15,07:25:00,16902.6,1136877619,28131430
2018-02-15,07:26:00,13821.2,996166946,28540942
2018-02-15,07:27:00,13259.2,1405729147,30654689
2018-02-15,07:28:00,14183.7,1201239128,31454930
2018-02-15,07:29:00,12548.3,1235744881,33653529
2018-02-15,07:30:00,15147.2,1364789985,30186101
2018-02-15,07:31:00,15674.5,818362744,24928700
2018-02-15,07:32:00,15073.8,951250794,31837837
2018-02-15,07:33:00,21785.1,934490000,27987816
2018-02-15,07:34:00,14995,971119080,31643464
2018-02-15,07:35:00,15892.7,968461513,30625497
2018-02-15,07:36:00,14676.3,1128762964,30599959
2018-02-15,07:37:00,15827.3,1171809454,28056636
2018-02-15,07:38:00,14259.5,1119349529,43031480
2018-02-15,07:39:00,11959.2,1003064747,28235119
2018-02-15,07:40:00,14746.9,1121342643,29487250
2018-02-15,07:41:00,12942.5,1056502650,29951560
2018-02-15,07:42:00,14469.9,960891234,31935899
2018-02-15,07:43:00,15733.6,1028528134,31430325
2018-02-15,07:44:00,16185.9,952779239,32771499
2018-02-15,07:45:00,14049.7,1001634528,30243923
2018-02-15,07:46:00,26511.8,1059539107,29167225
2018-02-15,07:47:00,15010.3,1046638382,31413598
2018-02-15,07:48:00,16181.3,1053470973,30778711
2018-02-15,07:49:00,12771.3,1174701390,33304426
2018-02-15,07:50:00,13748.5,1100993089,32722003
2018-02-15,07:51:00,12565.4,1155656631,34332321
2018-02-15,07:52:00,13399.1,932796572,30655377
2018-02-15,07:53:00,15350.3,958562582,31344543
2018-02-15,07:54:00,13948.3,1163288775,34997710
2018-02-15,07:55:00,17528.5,1044761508,33730027
2018-02-15,07:56:00,23104,1155538608,35233121
2018-02-15,07:57:00,19282,3.56119e+09,33777009
2018-02-15,07:58:00,16203.3,946355791,35220272
2018-02-15,07:59:00,19512.2,1000949365,37581572
2018-02-15,08:00:00,16596.5,1427718634,36787992
2018-02-15,08:01:00,13192.9,918689443,37127383
2018-02-15,08:02:00,13065.5,1191583151,36594966
2018-02-15,08:03:00,14989.7,1549817706,40245135
2018-02-15,08:04:00,14974.5,1101794824,40374501
2018-02-15,08:05:00,15446.8,1354529994,38036124
2018-02-15,08:06:00,16428.5,963241276,32112285
2018-02-15,08:07:00,17251.1,1005524280,39595720
2018-02-15,08:08:00,13540.4,1229194033,57764171
2018-02-15,08:09:00,15496.1,989188734,37813720
2018-02-15,08:10:00,13777.6,1187445278,91375868
2018-02-15,08:11:00,14362.7,959235672,34082666
2018-02-15,08:12:00,17637.7,1001959996,32214488
2018-02-15,08:13:00,14203.5,1050944312,35613425
2018-02-15,08:14:00,17393.8,985413109,29161731
2018-02-15,08:15:00,18048.7,873218019,37098293
2018-02-15,08:16:00,12849.4,1046496093,38801729
2018-02-15,08:17:00,16218.1,827303891,33001364
2018-02-15,08:18:00,15715.3,1014364529,31737919
2018-02-15,08:19:00,13844,830978692,34172065
2018-02-15,08:20:00,16294.4,907543769,30298436
2018-02-15,08:21:00,11411.6,1406852509,38701954
2018-02-15,08:22:00,13916.5,1079397680,40146916
2018-02-15,08:23:00,11933.9,920244197,35007409
2018-02-15,08:24:00,12468.7,941235021,36715575
2018-02-15,08:25:00,12365.7,1155179080,34294869
2018-02-15,08:26:00,18153.8,1113500368,38704834
2018-02-15,08:27:00,14780.3,980223143,40258053
2018-02-15,08:28:00,13682.4,1124402375,35610471
2018-02-15,08:29:00,17732.9,1152254055,38822387
2018-02-15,08:30:00,18903.2,1404809249,35230505
2018-02-15,08:31:00,13027.3,920469660,39745807
2018-02-15,08:32:00,13723,1085182878,38095992
2018-02-15,08:33:00,10180.8,1093023626,123528111
2018-02-15,08:34:00,18437.2,1231880849,40605210
2018-02-15,08:35:00,13719,1196431425,95054210
2018-02-15,08:36:00,16213.9,1146762250,41901436
2018-02-15,08:37:00,14148.1,1099091093,39504550
2018-02-15,08:38:00,15861,1215818657,40599225
2018-02-15,08:39:00,15702.9,1006475574,35618912
2018-02-15,08:40:00,15778.2,1336169133,37060443
2018-02-15,08:41:00,17721.5,1469652057,40694431
2018-02-15,08:42:00,13314.9,1377735521,38803338
2018-02-15,08:43:00,10979,1342449704,41423757
2018-02-15,08:44:00,14299.4,1194812012,40694924
2018-02-15,08:45:00,9981.49,1173028758,44612407
2018-02-15,08:46:00,13505.6,1267727993,41265739
2018-02-15,08:47:00,11825.7,1075055967,39875960
2018-02-15,08:48:00,13795.8,1224038522,42618009
2018-02-15,08:49:00,17749.5,1056838656,68140675
2018-02-15,08:50:00,13998.2,1026413991,42027553
2018-02-15,08:51:00,19315.4,1044192920,38354899
2018-02-15,08:52:00,12613.1,1004450399,37368244
2018-02-15,08:53:00,13704.7,1081548936,41873984
2018-02-15,08:54:00,13086.8,1153769449,38953535
2018-02-15,08:55:00,13701.2,1037170275,37029699
2018-02-15,08:56:00,16626.6,875430560,31803964
2018-02-15,08:57:00,17629.8,1199802798,35838479
2018-02-15,08:58:00,16789.5,1228168042,37515634
2018-02-15,08:59:00,22153.4,1084298029,35300850
2018-02-15,09:00:00,14939.6,994817576,35049139
2018-02-15,09:01:00,16461.9,1200568647,38503632
2018-02-15,09:02:00,23136,1364723540,32726236
2018-02-15,09:03:00,15227,1224216186,36051697
2018-02-15,09:04:00,16084.1,1157307892,33337213
2018-02-15,09:05:00,16682.5,1121933769,35055186
2018-02-15,09:06:00,13798.9,1183891985,43273050
2018-02-15,09:07:00,14097,1047050696,47783818
2018-02-15,09:08:00,19142.8,1187735968,45823837
2018-02-15,09:09:00,15302.1,1193430604,38744097
2018-02-15,09:10:00,12817.8,1028565683,39156795
2018-02-15,09:11:00,17244.2,1088992270,40603870
2018-02-15,09:12:00,14683.3,888606716,41445110
2018-02-15,09:13:00,15526.3,1005281538,41090755
2018-02-15,09:14:00,16516.1,928145506,45777717
2018-02-15,09:15:00,15222.2,1211893970,40179734
2018-02-15,09:16:00,12842.2,1106017814,43326758
2018-02-15,09:17:00,14866.5,1010550142,39063621
2018-02-15,09:18:00,11851.1,911664712,37178336
2018-02-15,09:19:00,16530.1,984921570,41448610
2018-02-15,09:20:00,13917.8,1065003176,46277145
2018-02-15,09:21:00,15198.5,1130054336,46717451
2018-02-15,09:22:00,15406.6,989340316,53631013
2018-02-15,09:23:00,27574.8,902259369,39849199
2018-02-15,09:24:00,25638.3,967705060,42645854
2018-02-15,09:25:00,16957.6,1257242761,43302956
2018-02-15,09:26:00,17711.9,1054556445,38609895
2018-02-15,09:27:00,14854.8,1195244999,47830431
2018-02-15,09:28:00,14311.4,1026210503,44028342
2018-02-15,09:29:00,14583.2,1044562545,51826270
2018-02-15,09:30:00,16326.4,1169495196,39802270
2018-02-15,09:31:00,19375,1130979814,45510747
2018-02-15,09:32:00,16502.4,1076710689,40165760
2018-02-15,09:33:00,19877.7,897931026,42072842
2018-02-15,09:34:00,14729.8,953835089,36964351
2018-02-15,09:35:00,26594.2,965469753,35711370
2018-02-15,09:36:00,16948.9,895542427,36210773
2018-02-15,09:37:00,16247,1073113165,44502188
2018-02-15,09:38:00,14625.7,918461500,36272183
2018-02-15,09:39:00,13901.3,988234515,88631383
2018-02-15,09:40:00,15935.1,987876820,37092821
2018-02-15,09:41:00,18056.8,864449281,41211685
2018-02-15,09:42:00,19263.4,770725587,48200985
2018-02-15,09:43:00,12926.5,1112051240,50735775
2018-02-15,09:44:00,20602.8,1162251050,43300134
2018-02-15,09:45:00,16303.7,1168453577,47447912
2018-02-15,09:46:00,13072,1185868913,58419920
2018-02-15,09:47:00,16908.7,1492970797,37699934
2018-02-15,09:48:00,11945.6,1165460892,49340676
2018-02-15,09:49:00,14074.8,1160464915,50942569
2018-02-15,09:50:00,10821.8,1382405318,44679345
2018-02-15,09:51:00,13680.4,1049186172,40201640
2018-02-15,09:52:00,17267.3,930214882,37638650
2018-02-15,09:53:00,15815.9,1073332149,49149009
2018-02-15,09:54:00,16260.2,1068956111,58860393
2018-02-15,09:55:00,13945.8,1915196257,51313135
2018-02-15,09:56:00,13992.7,1344158832,46330507
2018-02-15,09:57:00,16099,1057633815,45313396
2018-02-15,09:58:00,22862.5,863044471,40128143
2018-02-15,09:59:00,16980.9,946346724,40259984
2018-02-15,10:00:00,16012.2,1249917164,38450574
2018-02-15,10:01:00,13507.6,982966123,44353580
2018-02-15,10:02:00,18353.4,1033547287,44203558
2018-02-15,10:03:00,18908.8,1138942173,47929362
2018-02-15,10:04:00,16532,1215164683,63401101
2018-02-15,10:05:00,15269.8,1075860951,74997313
2018-02-15,10:06:00,12990.1,1162786513,48898968
2018-02-15,10:07:00,15807.5,918851056,46304309
2018-02-15,10:08:00,16775.8,1012790260,41160835
2018-02-15,10:09:00,12846,1028988396,54061828
2018-02-15,10:10:00,16452.3,961184000,46170829
2018-02-15,10:11:00,17193.8,1140375607,48099935
2018-02-15,10:12:00,13949,1172711162,47346424
2018-02-15,10:13:00,17198.5,1235331958,46863984
2018-02-15,10:14:00,20607.2,1124158972,46496508
2018-02-15,10:15:00,17726.8,1538419161,44840159
2018-02-15,10:16:00,13719.3,1370884605,66450120
2018-02-15,10:17:00,15642.7,1132836889,47521114
2018-02-15,10:18:00,16935,1122245094,47745896
2018-02-15,10:19:00,23241.5,975405561,43594628
2018-02-15,10:20:00,15007.9,1136183031,69521878
2018-02-15,10:21:00,38215.6,1018884430,78861159
2018-02-15,10:22:00,20553.8,987532926,42180821
2018-02-15,10:23:00,16204.1,951021289,42945649
2018-02-15,10:24:00,20759,929663353,43118051
2018-02-15,10:25:00,16631.4,889237050,40856647
2018-02-15,10:26:00,19163.9,1114971569,43579902
2018-02-15,10:27:00,21491.5,1097527829,40297436
2018-02-15,10:28:00,20520.1,1260812708,39938676
2018-02-15,10:29:00,17444.2,1630903612,49112950
2018-02-15,10:30:00,14009.3,1329624413,45179225
2018-02-15,10:31:00,17036.3,1060097083,44230180
2018-02-15,10:32:00,15737.3,1162325608,76259053
2018-02-15,10:33:00,13667.7,1247747432,48097932
2018-02-15,10:34:00,14117.1,1073467884,42907895
2018-02-15,10:35:00,13794,893894500,49905869
2018-02-15,10:36:00,15361.5,1087079459,54357650
2018-02-15,10:37:00,20610,1004320863,43126357
2018-02-15,10:38:00,16203.1,1187911521,51353395
2018-02-15,10:39:00,16094.3,1147837081,44519772
2018-02-15,10:40:00,21920.3,946036295,55160599
2018-02-15,10:41:00,16784.8,1270556785,47614063
2018-02-15,10:42:00,20081.6,1175829330,40250924
2018-02-15,10:43:00,15574.7,869530783,43262580
2018-02-15,10:44:00,15163.5,857797422,45406524
2018-02-15,10:45:00,13364.9,949510084,39503250
2018-02-15,10:46:00,14515.3,833761387,48195118
2018-02-15,10:47:00,18793.9,834935592,40758484
2018-02-15,10:48:00,17214.8,773479972,49100320
2018-02-15,10:49:00,19919.4,1183127921,39416815
2018-02-15,10:50:00,16726,818229637,37965015
2018-02-15,10:51:00,14244.5,1073110208,42642738
2018-02-15,10:52:00,15638.6,862715763,48522449
2018-02-15,10:53:00,17331.1,1193029490,41156765
2018-02-15,10:54:00,16959.6,850566591,37178839
2018-02-15,10:55:00,16709.1,919124937,42873511
2018-02-15,10:56:00,19273.8,1076274873,35836243
2018-02-15,10:57:00,19062.9,936926601,32945116
2018-02-15,10:58:00,19577.2,836796193,59641384
2018-02-15,10:59:00,21419.7,958116937,43528523
2018-02-15,11:00:00,29137.3,1074603145,37184385
2018-02-15,11:01:00,22698.4,849222214,34049408
2018-02-15,11:02:00,17073,742610265,92266770
2018-02-15,11:03:00,18196.6,804024805,28847549
2018-02-15,11:04:00,18286.2,659272556,26697093
2018-02-15,11:05:00,17418.9,779957419,29875989
2018-02-15,11:06:00,18999.4,873574615,28156250
2018-02-15,11:07:00,20252,918189027,32748315
2018-02-15,11:08:00,19148.4,1023806482,32819597
2018-02-15,11:09:00,22016,932007706,27494307
2018-02-15,11:10:00,27731.4,1147230180,38393235
2018-02-15,11:11:00,21908,680523463,31490189
2018-02-15,11:12:00,15580.6,883788390,33161690
2018-02-15,11:13:00,26725.7,631509755,29007326
2018-02-15,11:14:00,22821,660892421,26715028
2018-02-15,11:15:00,17232.2,1009900160,62818133
2018-02-15,11:16:00,14960.6,732387617,29859099
2018-02-15,11:17:00,23378.1,852937289,27455977
2018-02-15,11:18:00,25870.1,925121349,31133979
2018-02-15,11:19:00,22075,1264091390,37518036
2018-02-15,11:20:00,18796.5,984646465,31660454
2018-02-15,11:21:00,22305,911593454,32106982
2018-02-15,11:22:00,17668.7,1095732810,30866560
2018-02-15,11:23:00,21143,977587876,28767262
2018-02-15,11:24:00,20112.3,929080338,32882458
2018-02-15,11:25:00,20960.3,1052077944,33331490
2018-02-15,11:26:00,14752.4,1021001707,36413845
2018-02-15,11:27:00,20230.3,791950899,33403972
2018-02-15,11:28:00,18920.6,1182251918,38365975
2018-02-15,11:29:00,13740.6,1013171294,37920470
2018-02-15,11:30:00,16508.1,917405442,29761485
2018-02-15,11:31:00,23563.6,1189250749,29759346
2018-02-15,11:32:00,18884.3,960499190,31812809
2018-02-15,11:33:00,16612.3,971280300,33017583
2018-02-15,11:34:00,21651.5,995456527,35193105
2018-02-15,11:35:00,17002.3,903161651,36079192
2018-02-15,11:36:00,13290.5,970991432,33657094
2018-02-15,11:37:00,18762.8,1231677951,36211457
2018-02-15,11:38:00,20431.5,951917256,32918167
2018-02-15,11:39:00,21549.8,809033938,34428333
2018-02-15,11:40:00,21435.6,1188433427,34070942
2018-02-15,11:41:00,17247.2,1330650937,41377399
2018-02-15,11:42:00,17759.4,967038566,37160244
2018-02-15,11:43:00,17401.8,1046642708,37795171
2018-02-15,11:44:00,16527.4,1016726766,33817175
2018-02-15,11:45:00,20752.2,959745869,30376550
2018-02-15,11:46:00,21376,1014091296,34505886
2018-02-15,11:47:00,17103.3,1044540213,37006093
2018-02-15,11:48:00,15448.1,960393386,36489468
2018-02-15,11:49:00,21606.5,1130029851,39597120
2018-02-15,11:50:00,20414.4,1287876548,34333019
2018-02-15,11:51:00,16099.7,1283483018,32922977
2018-02-15,11:52:00,17956.8,1182760158,34872436
2018-02-15,11:53:00,20915.3,1199305034,33344980
2018-02-15,11:54:00,14639.1,1399787092,40119728
2018-02-15,11:55:00,15025.2,1212291979,38130587
2018-02-15,11:56:00,16602.3,1251510991,35894956
2018-02-15,11:57:00,27390.5,971594532,33841199
2018-02-15,11:58:00,19490.2,1133080780,42019807
2018-02-15,11:59:00,26973.1,1048296927,42323378
2018-02-15,12:00:00,19097.6,1195484187,35249035
2018-02-15,12:01:00,18604.3,1162526993,33366662
2018-02-15,12:02:00,23039.4,1784968649,58465184
2018-02-15,12:03:00,21118.6,1120185709,41750335
2018-02-15,12:04:00,26687.3,1108078920,37465251
2018-02-15,12:05:00,19416.7,1240295829,38726998
2018-02-15,12:06:00,19615.6,1693884323,36738914
2018-02-15,12:07:00,19083.1,1122130422,38677947
2018-02-15,12:08:00,20953.2,1204068353,38367399
2018-02-15,12:09:00,22395.5,1173466687,40571027
2018-02-15,12:10:00,16726.6,1130200318,36518131
2018-02-15,12:11:00,25627.5,1253608187,36666466
2018-02-15,12:12:00,21910.2,1268528186,37489026
2018-02-15,12:13:00,11636.6,1221086665,39727232
2018-02-15,12:14:00,18567.9,1363711635,37378761
2018-02-15,12:15:00,19416.6,1165409165,31382068
2018-02-15,12:16:00,20154.3,1253114344,41599445
2018-02-15,12:17:00,22922,1331766802,35022888
2018-02-15,12:18:00,20362.6,1416972064,38476671
2018-02-15,12:19:00,15649.5,1386166306,38596826
2018-02-15,12:20:00,11519.9,1559654993,51184664
2018-02-15,12:21:00,16717.3,1461766467,39201429
2018-02-15,12:22:00,17049.5,1545718085,39985539
2018-02-15,12:23:00,15543.1,1463306914,48365258
2018-02-15,12:24:00,14154.4,1646755186,67532135
2018-02-15,12:25:00,17150.2,1605511334,36321911
2018-02-15,12:26:00,16384,1465809732,45931715
2018-02-15,12:27:00,14905.8,1404426546,39671535
2018-02-15,12:28:00,21882.2,1714716009,38079552
2018-02-15,12:29:00,21379,1389086731,37209824
2018-02-15,12:30:00,20679.2,1393145635,36903804
2018-02-15,12:31:00,17471,1404890109,55224349
2018-02-15,12:32:00,17910.7,1690477598,51461439
2018-02-15,12:33:00,23855.6,1446379422,38794779
2018-02-15,12:34:00,17847.2,1517468467,109243750
2018-02-15,12:35:00,18853.7,1479000991,41017369
2018-02-15,12:36:00,21015.9,1402904362,38022358
2018-02-15,12:37:00,24204.1,1856044896,40121239
2018-02-15,12:38:00,20976.9,1465913931,37583468
2018-02-15,12:39:00,15589.1,1661340369,38499635
2018-02-15,12:40:00,15505.8,1619635199,39431061
2018-02-15,12:41:00,24374.7,1282231428,43899068
2018-02-15,12:42:00,16268.8,1728491560,39695186
2018-02-15,12:43:00,16549.7,1447033680,38313156
2018-02-15,12:44:00,17083.7,1210782850,41672738
2018-02-15,12:45:00,14080,1397675745,40265466
2018-02-15,12:46:00,16436.5,1293831922,37403198
2018-02-15,12:47:00,21392.1,1256217390,43359860
2018-02-15,12:48:00,16842.1,1193794047,41229522
2018-02-15,12:49:00,16872.1,1298539411,49078937
2018-02-15,12:50:00,15745.7,1593450741,48894991
2018-02-15,12:51:00,20814.3,1842749856,46379220
2018-02-15,12:52:00,16318.8,1630616976,42926901
2018-02-15,12:53:00,12195.1,1717753681,48948814
2018-02-15,12:54:00,13921,1550623605,52203299
2018-02-15,12:55:00,16761.7,1804960708,48614003
2018-02-15,12:56:00,16014.4,1819383866,58171218
2018-02-15,12:57:00,11483.3,2.42721e+09,52011868
2018-02-15,12:58:00,20994.4,2.4905e+09,70854878
2018-02-15,12:59:00,13364.7,2.51585e+09,153843821
2018-02-15,13:00:00,20816.6,3.24843e+09,58861299
2018-02-15,13:01:00,16977.8,3.82291e+09,55486891
2018-02-15,13:02:00,13117.3,3.94743e+09,54751897
2018-02-15,13:03:00,13522.8,3.90534e+09,53516848
2018-02-15,13:04:00,17623.3,5.57839e+09,47473815
2018-02-15,13:05:00,18834.1,4.56974e+09,47594008
2018-02-15,13:06:00,15116.6,3.92985e+09,50074490
2018-02-15,13:07:00,17788.5,4.77803e+09,42874710
2018-02-15,13:08:00,14637.8,4.07967e+09,44948085
2018-02-15,13:09:00,12033.7,4.58279e+09,48253463
2018-02-15,13:10:00,13283.1,4.34543e+09,46269635
2018-02-15,13:11:00,15788.8,4.28508e+09,43633351
2018-02-15,13:12:00,13748.6,4.31645e+09,48504813
2018-02-15,13:13:00,12727.6,4.98941e+09,48816572
2018-02-15,13:14:00,14316.5,4.38142e+09,50627553
2018-02-15,13:15:00,14988.5,4.78363e+09,47069271
2018-02-15,13:16:00,22422.5,5.91195e+09,43359605
2018-02-15,13:17:00,18091.7,4.8854e+09,42766964
2018-02-15,13:18:00,15952,4.27442e+09,45043652
2018-02-15,13:19:00,19747.5,4.35549e+09,42778874
2018-02-15,13:20:00,14518.9,4.06146e+09,45323669
2018-02-15,13:21:00,17606.8,4.35027e+09,42848170
2018-02-15,13:22:00,13453.4,5.17061e+09,43392654
2018-02-15,13:23:00,14783.4,3.93503e+09,42885880
2018-02-15,13:24:00,18088.4,5.08839e+09,44311855
2018-02-15,13:25:00,13201.9,4.91152e+09,43639376
2018-02-15,13:26:00,15868.6,5.09694e+09,54979463
2018-02-15,13:27:00,15669.7,4.71871e+09,44434651
2018-02-15,13:28:00,14319.7,4.69574e+09,46661600
2018-02-15,13:29:00,13188.9,4.07048e+09,43082074
2018-02-15,13:30:00,13864.4,4.28873e+09,44304974
2018-02-15,13:31:00,18939.7,5.4034e+09,39984198
2018-02-15,13:32:00,16843.8,4.74051e+09,52867243
2018-02-15,13:33:00,15899.6,4.65925e+09,49397848
2018-02-15,13:34:00,17410.1,4.25104e+09,47677294
2018-02-15,13:35:00,16229.3,4.52508e+09,50361633
2018-02-15,13:36:00,18397.9,3.8489e+09,44381639
2018-02-15,13:37:00,13246.9,6.40456e+09,46020341
2018-02-15,13:38:00,18052.6,5.5127e+09,45369997
2018-02-15,13:39:00,13495.9,5.27151e+09,52419939
2018-02-15,13:40:00,14583.1,3.81189e+09,45429468
2018-02-15,13:41:00,14385.8,5.22084e+09,44381255
2018-02-15,13:42:00,17719.9,4.80709e+09,45141661
2018-02-15,13:43:00,13196.1,4.4608e+09,46681837
2018-02-15,13:44:00,20535,4.04618e+09,46873666
2018-02-15,13:45:00,19316.3,3.9143e+09,48168474
2018-02-15,13:46:00,15589.1,4.98787e+09,49225868
2018-02-15,13:47:00,28557,4.49824e+09,52735633
2018-02-15,13:48:00,16958,3.87307e+09,42834396
2018-02-15,13:49:00,13643.5,4.77176e+09,41203204
2018-02-15,13:50:00,21233.6,5.22485e+09,42500234
2018-02-15,13:51:00,16601.9,4.59112e+09,45389315
2018-02-15,13:52:00,15064.1,3.01633e+09,45261034
2018-02-15,13:53:00,15870.8,5.48908e+09,55509715
2018-02-15,13:54:00,20172.7,3.59992e+09,42320474
2018-02-15,13:55:00,17760.1,3.96057e+09,40491339
2018-02-15,13:56:00,18762.3,6.11179e+09,43814967
2018-02-15,13:57:00,17821.5,4.9929e+09,43334695
2018-02-15,13:58:00,22499.7,3.94885e+09,45056947
2018-02-15,13:59:00,18763.6,2.99888e+09,39876006
2018-02-15,14:00:00,24498.2,3.34965e+09,38644352
2018-02-15,14:01:00,17510.8,2.65987e+09,42669266
2018-02-15,14:02:00,19700.8,4.89395e+09,43923182
2018-02-15,14:03:00,18072.7,4.15528e+09,48951910
2018-02-15,14:04:00,19140.1,1911088416,45479712
2018-02-15,14:05:00,18500.9,5.5349e+09,47177474
2018-02-15,14:06:00,26481.2,2.29134e+09,47271262
2018-02-15,14:07:00,18726.4,4.84726e+09,42833314
2018-02-15,14:08:00,18482.4,2.8316e+09,45380098
2018-02-15,14:09:00,13823,1690216439,45580948
2018-02-15,14:10:00,19887.3,1279556742,43026867
2018-02-15,14:11:00,16660.4,2.66874e+09,42794460
2018-02-15,14:12:00,29365.7,1579850902,40051900
2018-02-15,14:13:00,19970.6,1155255007,40758135
2018-02-15,14:14:00,34423.1,1077286818,38388579
2018-02-15,14:15:00,26261.9,1230851611,37294829
2018-02-15,14:16:00,23258.9,1286456719,35930865
2018-02-15,14:17:00,18662.4,1596221402,39130444
2018-02-15,14:18:00,18037.9,1425137170,45799734
2018-02-15,14:19:00,22261.4,1664243787,36457667
2018-02-15,14:20:00,21681.4,1816678201,40521854
2018-02-15,14:21:00,21327.9,2.42993e+09,41741370
2018-02-15,14:22:00,14588.4,1161019580,50557270
2018-02-15,14:23:00,18429.1,1191329839,45245430
2018-02-15,14:24:00,21540,1961466083,42107259
2018-02-15,14:25:00,16076.9,3.89251e+09,44371780
2018-02-15,14:26:00,21304.2,2.50208e+09,42693903
2018-02-15,14:27:00,25679,1342029058,55606339
2018-02-15,14:28:00,23018.7,859454170,44353639
2018-02-15,14:29:00,20051,1096234701,45890404
2018-02-15,14:30:00,20245.7,959640591,44339269
2018-02-15,14:31:00,27621,1016866168,42898887
2018-02-15,14:32:00,29704.9,1732377584,40210160
2018-02-15,14:33:00,19117.4,1339864556,51707920
2018-02-15,14:34:00,16466.4,2.32138e+09,44159404
2018-02-15,14:35:00,17131.8,873881894,41161671
2018-02-15,14:36:00,26017.7,937694623,42016838
2018-02-15,14:37:00,20034.6,907796058,43396010
2018-02-15,14:38:00,17538.9,2.49209e+09,34818418
2018-02-15,14:39:00,20212.3,1839097962,37872727
2018-02-15,14:40:00,17412.2,916174025,39737132
2018-02-15,14:41:00,19806.4,763598901,43382117
2018-02-15,14:42:00,28041,1564646029,46101496
2018-02-15,14:43:00,21084.1,956569405,110034412
2018-02-15,14:44:00,15915.2,985378646,46861451
2018-02-15,14:45:00,19648.7,921177922,46116534
2018-02-15,14:46:00,21915.4,980109936,48767562
2018-02-15,14:47:00,13719.7,941268638,47311332
2018-02-15,14:48:00,18670.7,703661859,41400478
2018-02-15,14:49:00,26820,852764843,40622241
2018-02-15,14:50:00,17546,892007126,37079433
2018-02-15,14:51:00,29744.2,803100692,41275874
2018-02-15,14:52:00,21193.9,831839470,46493873
2018-02-15,14:53:00,22017.6,1007240148,44701985
2018-02-15,14:54:00,27888.1,779492067,33314614
2018-02-15,14:55:00,24228.5,898686175,46678473
2018-02-15,14:56:00,31862.4,871363775,32792432
2018-02-15,14:57:00,29654.9,865895169,43962350
2018-02-15,14:58:00,25176.2,1002639752,42571947
2018-02-15,14:59:00,31305.5,870098529,34952446
2018-02-15,15:00:00,32307.2,776134481,39378472
2018-02-15,15:01:00,21429,869155273,36452928
2018-02-15,15:02:00,24773.6,1340205440,37803569
2018-02-15,15:03:00,18332,1889169081,49320587
2018-02-15,15:04:00,26632.3,988915358,41921425
2018-02-15,15:05:00,24183.3,1289134835,43157939
2018-02-15,15:06:00,20449,1022922653,44939422
2018-02-15,15:07:00,38941.8,919488402,100515709
2018-02-15,15:08:00,23007.2,1164715270,46601901
2018-02-15,15:09:00,18027.8,1125366797,53025991
2018-02-15,15:10:00,20350.4,971131118,43114079
2018-02-15,15:11:00,24341.3,922229710,41282184
2018-02-15,15:12:00,29779.6,934891554,33541336
2018-02-15,15:13:00,30951.7,1138331324,34038896
2018-02-15,15:14:00,29196.7,892103216,39053842
2018-02-15,15:15:00,27622.9,991030344,36457774
2018-02-15,15:16:00,23491.5,798398491,42730867
2018-02-15,15:17:00,21148.5,779105825,45086246
2018-02-15,15:18:00,22683.3,744400367,40875769
2018-02-15,15:19:00,29262.7,919447700,41595343
2018-02-15,15:20:00,27579.1,762238638,38088790
2018-02-15,15:21:00,32115.9,786250070,42241031
2018-02-15,15:22:00,28667.5,808279625,40758133
2018-02-15,15:23:00,33503,855659140,36487263
2018-02-15,15:24:00,25260.4,712081250,41938102
2018-02-15,15:25:00,22448.1,746222837,41773708
2018-02-15,15:26:00,27291.7,797621121,45179227
2018-02-15,15:27:00,44354.3,836219833,35716605
2018-02-15,15:28:00,38690,832089268,35690815
2018-02-15,15:29:00,23009.9,616019615,36333657
2018-02-15,15:30:00,36730.5,984449940,44844733
2018-02-15,15:31:00,26623.6,734521306,42491281
2018-02-15,15:32:00,22519.5,755373378,34432602
2018-02-15,15:33:00,30483,744793592,46528155
2018-02-15,15:34:00,21281.8,699721645,36698978
2018-02-15,15:35:00,25838.7,768714602,36565684
2018-02-15,15:36:00,27654.7,747754751,34510114
2018-02-15,15:37:00,22609.4,858639443,52658640
2018-02-15,15:38:00,28935,586824168,39842881
2018-02-15,15:39:00,36746.3,876284311,34986203
2018-02-15,15:40:00,26599.4,806675919,186576006
2018-02-15,15:41:00,34260.3,1529795900,131326588
2018-02-15,15:42:00,35376.6,1531796257,53773936
2018-02-15,15:43:00,34563.8,991385738,34408444
2018-02-15,15:44:00,37301.6,604262596,152408014
2018-02-15,15:45:00,30312,1042861649,37407136
2018-02-15,15:46:00,25360.4,546254616,34155625
2018-02-15,15:47:00,33429.5,1161967763,34512831
2018-02-15,15:48:00,29585.2,708166158,35622955
2018-02-15,15:49:00,30246.1,606185146,37181354
2018-02-15,15:50:00,23079.5,770073847,37046834
2018-02-15,15:51:00,36081,585354553,32600108
2018-02-15,15:52:00,24604.3,670997768,36817803
2018-02-15,15:53:00,33948.9,536575271,29730390
